CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Point Earned,Geography,Gender,Card Type,Exited
790,29,3,46057.96,2,1,1,189777.66,0,3,312,Spain,Male,SILVER,0
497,32,8,0.0,2,1,0,67364.42,0,3,418,France,Male,GOLD,0
698,40,7,105061.74,3,1,0,107815.31,1,1,448,France,Female,DIAMOND,1
778,45,1,162150.42,2,1,0,174531.27,0,2,250,Germany,Female,DIAMOND,0
778,42,6,0.0,2,1,1,106197.44,0,5,499,France,Male,PLATINUM,0
624,36,6,0.0,2,0,0,84749.96,0,3,747,France,Male,GOLD,0
850,33,7,134678.13,1,1,0,113177.95,0,3,596,Germany,Female,GOLD,0
697,38,1,182065.85,1,1,0,49503.5,0,1,605,France,Female,GOLD,0
587,36,1,0.0,2,0,1,17135.6,0,1,937,France,Male,GOLD,0
748,60,0,152335.7,1,1,0,126743.33,1,5,468,France,Male,SILVER,1
667,42,7,0.0,1,0,1,108348.94,1,3,967,France,Male,DIAMOND,1
688,40,8,150679.71,2,0,1,196226.38,0,4,645,Germany,Female,GOLD,0
713,59,3,0.0,2,1,1,62700.08,0,5,245,France,Female,SILVER,0
541,39,6,109844.81,1,1,0,25289.23,0,4,884,France,Female,DIAMOND,0
816,31,8,0.0,2,1,1,28407.4,0,4,834,France,Male,SILVER,0
603,46,2,0.0,2,1,0,174478.54,0,1,393,Spain,Male,DIAMOND,0
573,27,4,0.0,2,1,1,157549.6,0,1,832,France,Female,PLATINUM,0
484,41,5,0.0,1,1,1,74267.35,0,5,634,France,Male,SILVER,0
547,49,2,0.0,1,0,0,65466.93,1,5,618,France,Female,DIAMOND,1
488,39,9,140553.46,1,0,0,12440.44,0,3,243,Spain,Female,PLATINUM,0
695,42,0,0.0,2,0,1,140724.64,0,1,875,France,Female,PLATINUM,0
486,24,1,0.0,1,1,0,98802.76,0,5,937,Spain,Male,DIAMOND,0
614,39,8,125997.22,1,1,1,128049.34,1,5,817,Germany,Female,DIAMOND,1
723,28,4,0.0,2,1,1,123885.88,0,5,467,France,Male,SILVER,0
452,35,7,0.0,2,1,0,164241.67,0,5,634,France,Female,SILVER,0
648,43,7,81153.82,1,1,1,144532.85,1,5,890,Spain,Female,PLATINUM,1
670,33,2,141204.65,2,1,0,76257.46,0,5,814,France,Male,GOLD,0
729,37,10,0.0,2,1,0,100862.54,0,3,829,Spain,Male,SILVER,0
694,22,4,0.0,2,1,1,11525.72,0,1,988,France,Female,GOLD,0
654,28,7,0.0,2,1,0,151316.37,0,2,660,France,Female,PLATINUM,0
613,46,8,167795.6,1,0,1,44390.38,0,2,411,France,Female,DIAMOND,0
641,50,6,153590.73,2,1,1,130910.78,0,4,656,France,Male,SILVER,0
708,34,3,0.0,1,0,1,121457.88,1,5,552,France,Male,DIAMOND,1
719,35,1,100829.94,1,1,1,165008.97,0,3,657,Spain,Male,GOLD,0
651,25,8,0.0,2,1,1,126761.2,0,2,886,France,Female,PLATINUM,0
684,60,2,116563.58,1,1,0,120257.7,1,1,969,France,Male,SILVER,1
645,55,7,0.0,2,1,1,18369.33,0,2,971,France,Female,GOLD,0
562,27,3,0.0,2,1,0,28137.03,0,1,942,France,Female,GOLD,0
571,34,1,99325.04,2,0,1,186052.15,0,3,922,France,Male,DIAMOND,0
686,35,2,109342.82,2,0,1,86043.27,0,5,663,Germany,Male,PLATINUM,0
623,28,4,0.0,2,1,0,41227.67,0,3,297,France,Female,GOLD,0
850,33,3,100476.46,2,1,1,136539.13,0,1,590,Spain,Male,GOLD,0
680,32,5,0.0,1,1,1,150684.23,0,5,589,France,Female,GOLD,0
531,42,2,0.0,2,0,1,90537.47,0,2,556,France,Female,GOLD,0
769,51,9,156773.78,2,1,0,40257.79,0,4,401,France,Male,PLATINUM,0
663,37,7,0.0,1,1,1,185210.63,0,5,885,France,Female,PLATINUM,0
653,41,8,102768.42,1,1,0,55663.85,0,4,285,France,Male,DIAMOND,0
642,55,7,0.0,2,1,1,101515.76,0,1,918,France,Female,PLATINUM,0
713,47,1,95994.98,1,1,0,197529.23,0,5,757,Germany,Male,GOLD,0
702,23,7,98775.23,1,1,0,114603.96,0,5,291,Germany,Female,GOLD,0
816,25,2,150355.35,2,1,1,35770.84,0,5,402,Germany,Female,GOLD,0
757,71,0,88084.13,2,1,1,154337.47,0,4,522,France,Female,PLATINUM,0
499,57,1,0.0,1,0,0,131372.38,1,3,251,France,Female,GOLD,1
755,36,8,0.0,2,1,0,176809.87,0,2,549,France,Male,GOLD,0
842,35,9,119948.09,1,1,0,48217.97,1,4,732,Germany,Female,PLATINUM,1
515,29,4,151012.55,2,1,0,9770.97,0,1,935,Spain,Male,PLATINUM,0
728,33,9,150412.14,2,1,0,170764.08,0,2,499,Germany,Female,DIAMOND,0
727,58,5,106913.43,1,1,0,25881.0,1,2,557,Germany,Male,DIAMOND,1
498,37,8,108432.88,2,1,1,14865.05,0,3,457,Germany,Male,DIAMOND,0
763,61,1,66101.89,1,1,1,143981.27,0,2,366,Germany,Female,PLATINUM,0
589,59,2,0.0,2,1,1,126160.24,1,4,292,France,Female,SILVER,1
713,52,0,185891.54,1,1,1,46369.57,1,4,544,France,Female,PLATINUM,1
590,45,2,81828.22,1,1,0,52167.97,0,1,691,France,Female,SILVER,0
765,34,8,136729.51,2,0,0,47058.21,0,2,762,Germany,Female,DIAMOND,0
751,47,5,142669.93,2,1,0,162760.96,0,3,627,France,Male,PLATINUM,0
543,43,9,0.0,2,1,1,78858.07,0,5,380,France,Male,SILVER,0
756,37,3,132623.6,1,1,1,58974.0,0,1,677,France,Male,GOLD,0
705,43,10,146547.78,1,0,1,10072.55,1,1,669,Germany,Female,GOLD,1
601,32,8,93012.89,1,1,0,86957.42,0,2,799,France,Male,GOLD,0
625,42,6,100047.33,1,1,0,93429.95,0,4,431,Germany,Male,GOLD,0
498,73,2,170241.7,2,1,1,165407.96,0,2,539,France,Male,GOLD,0
593,41,6,0.0,1,1,0,65170.66,0,1,939,France,Female,SILVER,0
636,37,1,115137.26,1,1,0,52484.01,0,4,564,Spain,Male,SILVER,0
624,51,10,123401.43,2,1,1,127825.25,0,4,242,France,Male,SILVER,0
717,31,4,129722.57,1,0,0,41176.6,0,5,585,France,Male,GOLD,0
566,21,3,0.0,2,1,1,3626.47,0,4,541,France,Female,DIAMOND,0
672,52,8,170008.84,1,0,0,56407.42,1,4,555,France,Male,SILVER,1
649,45,5,92786.66,1,1,0,173365.9,1,1,919,France,Female,GOLD,1
485,30,7,0.0,1,1,0,107067.37,0,1,829,Spain,Female,DIAMOND,0
772,41,10,96032.22,1,1,1,75825.57,0,3,317,Spain,Male,DIAMOND,0
502,42,0,132002.7,1,0,1,28204.98,1,3,403,Germany,Female,SILVER,1
649,45,7,0.0,2,0,1,75204.21,0,1,873,France,Male,DIAMOND,0
574,34,5,112324.45,2,1,1,17993.43,0,4,674,France,Female,GOLD,0
597,38,1,0.0,2,1,0,41303.29,0,3,476,Spain,Male,DIAMOND,0
678,37,2,113383.07,1,1,1,135123.96,0,2,767,Germany,Female,DIAMOND,0
619,52,8,0.0,2,1,1,123242.11,0,1,239,Spain,Male,PLATINUM,0
524,64,5,0.0,1,1,0,136079.64,1,2,364,Spain,Female,GOLD,1
791,33,10,130229.71,2,0,0,54019.93,1,1,414,Germany,Female,PLATINUM,1
777,29,2,0.0,2,1,0,124489.88,0,2,695,France,Male,DIAMOND,0
710,45,1,0.0,2,1,1,36154.66,0,2,829,France,Male,SILVER,0
626,48,2,0.0,2,1,1,95794.98,0,3,682,Spain,Female,DIAMOND,0
708,59,2,0.0,1,1,0,179673.11,1,4,421,France,Female,SILVER,1
850,38,3,0.0,2,0,1,179360.76,0,2,729,Spain,Female,DIAMOND,0
468,22,1,76318.64,1,1,1,194783.12,0,5,819,France,Female,GOLD,0
661,37,7,109908.06,2,1,0,115037.67,1,2,311,Germany,Male,SILVER,1
450,29,7,117199.8,1,1,1,43480.63,0,2,483,France,Male,GOLD,0
534,42,9,144801.97,1,0,1,12483.39,1,3,771,France,Female,SILVER,1
576,71,6,140273.47,1,1,1,193135.25,1,4,785,Germany,Female,PLATINUM,1
624,26,9,74681.9,2,0,0,31231.35,0,4,316,France,Male,PLATINUM,0
697,56,5,110802.03,1,1,1,50230.31,1,1,238,Spain,Male,DIAMOND,1
545,47,5,0.0,2,1,1,38970.14,0,4,373,Spain,Female,PLATINUM,0
821,38,8,0.0,2,0,1,126241.4,1,2,974,Spain,Female,PLATINUM,1
607,44,0,0.0,2,1,1,81140.09,0,4,430,France,Male,DIAMOND,0
801,42,6,0.0,2,1,1,95804.33,0,1,361,France,Male,SILVER,0
711,25,7,0.0,3,1,1,9679.28,0,3,865,France,Female,PLATINUM,0
580,39,3,119688.81,1,1,0,137041.26,0,4,804,Germany,Male,DIAMOND,0
586,43,8,132558.26,1,1,0,67046.83,1,2,230,France,Female,SILVER,1
619,38,10,84651.79,1,1,1,184754.26,0,4,591,Germany,Male,SILVER,0
701,28,1,103421.32,1,0,1,76304.73,0,5,499,Spain,Male,PLATINUM,0
723,49,0,153855.52,1,1,1,180862.26,1,3,965,Germany,Female,PLATINUM,1
638,34,7,0.0,2,1,1,198969.78,0,4,577,France,Female,SILVER,0
641,42,3,121765.37,2,1,1,166516.84,0,5,433,Germany,Male,SILVER,0
553,32,7,64082.09,1,0,1,109159.58,0,4,353,France,Male,SILVER,0
716,66,5,121411.9,1,0,0,10070.4,1,1,388,Germany,Male,GOLD,1
618,42,8,153572.31,2,1,1,76679.6,0,3,594,Germany,Male,DIAMOND,0
601,40,10,98627.13,2,0,0,77977.69,0,2,726,France,Male,DIAMOND,0
615,32,7,92199.84,1,1,1,2755.53,0,3,721,France,Male,SILVER,0
632,41,3,81877.38,1,1,1,33642.21,0,3,532,Germany,Female,SILVER,0
607,40,5,90594.55,1,0,1,181598.25,0,4,762,Germany,Male,DIAMOND,0
735,50,9,0.0,1,0,0,166677.35,1,2,886,Spain,Male,PLATINUM,1
669,33,9,0.0,2,0,1,107221.03,0,2,689,France,Female,PLATINUM,0
615,35,7,0.0,2,1,0,150784.29,0,1,948,France,Male,GOLD,0
808,33,2,103516.87,1,1,0,113907.8,0,1,834,France,Female,SILVER,0
729,42,4,97495.8,2,0,0,2002.5,0,3,583,Germany,Female,GOLD,0
662,37,6,0.0,2,1,0,51229.17,0,5,526,France,Female,PLATINUM,0
746,37,4,0.0,2,0,1,171039.56,0,5,219,France,Female,PLATINUM,0
841,52,3,112383.03,1,1,0,85516.37,1,4,778,Germany,Female,PLATINUM,1
624,45,5,151855.33,1,1,0,68794.15,0,5,335,Germany,Female,GOLD,0
803,42,5,0.0,1,1,0,196466.83,1,1,534,France,Male,GOLD,1
782,52,4,0.0,1,1,1,52759.82,1,4,741,Spain,Male,GOLD,1
717,33,0,115777.23,1,1,1,81508.1,0,1,569,Germany,Female,DIAMOND,0
606,23,10,70417.79,1,0,1,90896.04,0,4,437,Spain,Female,DIAMOND,0
544,23,1,96471.2,1,1,0,35550.97,0,4,487,France,Male,DIAMOND,0
645,40,6,131411.24,1,1,1,194656.11,0,4,323,France,Male,SILVER,0
835,45,3,100212.13,1,1,0,152577.62,0,2,398,Spain,Male,GOLD,0
665,37,5,160389.82,1,0,1,183542.08,0,2,661,France,Female,GOLD,0
660,33,4,0.0,1,1,0,29664.45,0,4,400,Spain,Male,DIAMOND,0
418,46,9,0.0,1,1,1,81014.5,1,2,768,France,Female,GOLD,1
416,35,8,0.0,1,0,0,119712.78,0,2,244,Spain,Male,DIAMOND,0
735,43,10,123180.01,2,1,1,196673.28,1,3,683,Germany,Male,PLATINUM,0
730,38,5,118866.36,1,1,1,163317.5,0,1,308,Spain,Male,DIAMOND,0
472,40,4,0.0,1,1,0,70154.22,0,4,545,Spain,Male,DIAMOND,0
605,33,4,0.0,2,0,1,83700.66,0,3,550,France,Female,DIAMOND,0
614,41,7,179915.85,1,0,0,14666.35,1,3,451,Spain,Female,GOLD,1
850,54,7,108185.81,2,0,0,24093.4,1,3,431,Spain,Male,PLATINUM,1
573,44,9,0.0,2,1,0,107124.17,0,2,760,Spain,Male,PLATINUM,0
539,39,6,62052.28,1,0,1,59755.14,0,4,693,Spain,Female,GOLD,0
721,40,7,0.0,2,1,1,122580.48,0,4,351,France,Female,PLATINUM,0
523,36,8,113680.54,1,0,0,13197.44,0,5,961,Spain,Female,PLATINUM,0
725,47,1,104887.43,1,0,0,86622.56,1,3,312,Germany,Female,GOLD,1
613,39,8,118201.41,1,1,0,23315.59,0,1,333,Spain,Male,DIAMOND,0
646,32,8,105397.8,1,1,0,78111.84,1,1,311,Germany,Male,PLATINUM,1
559,50,5,162702.35,1,0,0,150548.5,1,3,815,France,Male,DIAMOND,1
620,39,9,159492.79,1,1,0,80582.34,1,1,637,Germany,Male,PLATINUM,1
599,38,9,89111.63,1,0,0,157239.6,0,3,600,Germany,Male,SILVER,0
542,37,8,0.0,1,1,1,807.06,0,3,842,Spain,Male,GOLD,0
734,51,1,118537.47,1,1,1,116912.45,0,2,697,France,Male,DIAMOND,0
684,35,3,99967.76,1,1,1,176882.08,0,1,606,Germany,Male,SILVER,0
614,41,8,121558.46,1,1,1,598.8,0,5,698,France,Female,SILVER,0
473,35,7,131504.73,1,1,0,189560.43,0,5,852,Germany,Female,DIAMOND,0
584,35,6,161613.94,2,1,1,148238.16,0,3,416,France,Male,GOLD,0
708,33,3,0.0,2,1,0,138613.21,0,5,729,Spain,Male,DIAMOND,0
630,43,9,0.0,2,1,1,34338.04,0,4,649,France,Male,GOLD,0
659,78,2,151675.65,1,0,1,49978.67,0,5,364,Spain,Male,GOLD,0
744,39,4,95161.75,1,1,0,19409.77,0,3,920,Spain,Male,GOLD,0
783,41,5,106640.5,1,1,0,176945.96,0,5,498,Germany,Female,PLATINUM,0
598,60,4,0.0,1,1,0,197727.14,1,3,361,France,Male,DIAMOND,1
501,40,5,114655.58,1,0,0,126535.92,0,4,844,Germany,Male,GOLD,0
383,48,8,95808.19,1,0,0,137702.01,1,1,609,Spain,Female,SILVER,1
717,50,9,90305.76,1,1,1,124626.57,0,3,404,France,Male,GOLD,0
685,33,6,0.0,1,1,0,58458.26,0,4,993,France,Male,DIAMOND,0
609,45,4,89122.3,1,1,1,199256.98,0,3,573,Spain,Female,DIAMOND,0
714,49,5,140510.89,1,1,0,141914.94,0,1,455,Germany,Female,DIAMOND,0
792,25,8,142862.21,1,1,1,130639.01,0,5,298,Spain,Male,PLATINUM,0
508,28,0,96213.82,2,1,0,147913.56,0,2,371,Germany,Male,PLATINUM,0
637,44,0,157622.58,1,1,1,120454.2,0,1,879,Spain,Female,PLATINUM,0
432,27,6,62339.81,2,0,0,53874.67,0,1,522,France,Female,GOLD,0
530,29,5,0.0,2,0,0,121451.21,0,4,696,France,Female,GOLD,0
601,47,1,64430.06,2,0,1,96517.97,0,5,308,France,Male,SILVER,0
695,49,9,159458.53,1,1,0,135841.35,0,5,360,France,Male,GOLD,0
755,40,2,137430.82,2,0,0,176768.59,0,1,399,Germany,Male,SILVER,0
559,25,5,0.0,2,1,1,163221.22,0,3,897,Spain,Male,SILVER,0
634,35,3,0.0,2,1,1,19515.48,0,2,332,Spain,Male,SILVER,0
642,22,10,111812.52,2,1,1,183045.46,0,1,729,Germany,Male,GOLD,0
717,36,2,102989.83,2,0,1,49185.57,0,5,313,Spain,Male,SILVER,0
546,20,6,0.0,1,0,1,20508.85,0,4,524,France,Female,GOLD,0
501,40,2,0.0,2,0,0,141946.92,0,5,872,France,Female,GOLD,0
521,27,4,121325.84,1,1,1,164223.7,1,3,575,France,Male,PLATINUM,1
678,35,4,0.0,1,1,0,125518.32,0,1,749,France,Female,DIAMOND,0
782,39,8,0.0,2,1,1,33949.67,0,3,424,France,Male,PLATINUM,0
625,69,1,107569.96,1,1,1,182336.45,0,1,850,Spain,Female,PLATINUM,0
611,41,2,114206.84,1,1,0,164061.6,0,1,645,Germany,Female,DIAMOND,0
650,34,4,106005.54,1,0,1,142995.32,0,4,387,France,Male,PLATINUM,0
685,50,6,94238.75,2,1,1,50664.07,1,4,941,France,Female,DIAMOND,1
755,38,1,0.0,2,1,0,20734.81,0,4,644,France,Female,GOLD,0
472,26,5,0.0,2,1,0,108411.66,0,2,893,France,Female,SILVER,0
526,36,0,0.0,2,1,0,97767.63,0,2,606,France,Female,PLATINUM,0
489,46,8,92060.06,1,1,0,147222.95,1,2,865,Germany,Female,DIAMOND,1
465,24,5,117154.9,1,1,1,127744.02,0,3,532,Germany,Male,GOLD,0
507,36,4,83543.37,1,0,0,140134.43,0,1,691,France,Male,DIAMOND,0
567,38,6,127678.8,2,0,0,45422.89,0,1,871,France,Male,GOLD,0
824,49,8,133231.48,1,1,1,67885.37,0,1,927,Germany,Male,PLATINUM,0
663,34,7,0.0,2,1,1,180427.24,0,3,912,France,Male,SILVER,0
592,40,2,200322.45,1,1,1,113244.73,0,5,482,Spain,Female,PLATINUM,0
653,37,7,135847.47,1,1,0,144880.81,0,5,529,France,Male,SILVER,0
621,36,7,116338.68,1,1,1,155743.48,0,2,280,Spain,Female,SILVER,0
768,44,6,60603.4,1,1,1,178045.97,0,4,570,Spain,Female,DIAMOND,0
658,32,9,0.0,2,1,0,156774.75,0,4,384,France,Female,DIAMOND,0
615,59,8,0.0,2,1,1,165576.55,0,2,948,France,Male,DIAMOND,0
684,56,3,127585.98,3,1,1,80593.49,1,3,708,Germany,Female,DIAMOND,1
629,34,8,0.0,2,1,1,180595.02,0,3,835,Spain,Male,SILVER,0
651,45,2,165901.59,2,1,0,23054.51,1,1,834,France,Male,DIAMOND,1
701,41,0,150844.94,1,0,1,127623.36,0,4,399,Germany,Male,GOLD,0
468,42,9,181627.14,2,1,0,172668.39,0,1,506,Germany,Male,PLATINUM,0
686,35,4,0.0,2,1,1,159676.55,0,2,624,Spain,Female,GOLD,0
691,30,9,0.0,2,0,1,10963.04,0,1,269,Spain,Male,PLATINUM,0
669,25,1,157848.53,1,0,0,37543.93,1,3,354,France,Male,GOLD,1
483,41,1,118334.44,1,0,0,163147.99,1,3,985,Germany,Male,SILVER,1
550,49,0,108806.96,3,1,0,61446.92,1,5,431,Germany,Male,SILVER,1
805,26,8,42712.87,2,1,1,28861.69,0,4,796,Germany,Female,GOLD,0
637,37,8,0.0,1,1,1,186062.36,0,1,699,Spain,Male,DIAMOND,0
494,40,7,0.0,2,0,1,158071.69,0,4,910,France,Male,GOLD,0
644,37,9,0.0,2,1,1,96442.86,0,2,577,Spain,Male,DIAMOND,0
659,67,4,145981.87,1,1,1,131043.2,0,1,513,France,Male,PLATINUM,0
678,22,6,118064.93,2,1,1,195424.01,0,3,749,France,Female,GOLD,0
618,38,5,126473.99,1,1,0,91972.49,0,1,696,Spain,Male,SILVER,0
707,35,2,0.0,3,1,1,94148.3,0,2,855,France,Male,SILVER,0
650,32,1,132187.73,2,1,1,178331.36,0,2,960,Spain,Male,PLATINUM,0
637,41,9,0.0,2,1,0,145477.36,0,5,624,France,Female,GOLD,0
706,39,8,112889.91,1,0,1,6723.66,0,5,727,Germany,Female,DIAMOND,0
765,34,9,91835.16,1,0,0,138280.17,0,1,843,France,Male,PLATINUM,0
682,46,4,0.0,1,1,1,4654.28,0,5,221,Spain,Male,SILVER,0
790,31,9,0.0,2,1,0,84126.75,0,1,319,France,Female,DIAMOND,0
668,39,4,79896.0,1,1,0,38466.39,0,4,453,Germany,Male,GOLD,0
571,42,4,108825.34,3,1,0,55558.51,1,1,866,France,Female,DIAMOND,1
835,28,2,163569.61,2,1,1,154559.28,0,5,560,France,Male,PLATINUM,0
785,36,4,135438.4,1,0,0,190627.01,0,4,834,France,Female,SILVER,0
648,45,5,118886.55,1,0,0,51636.7,0,4,609,Germany,Female,SILVER,0
850,29,10,0.0,2,1,1,199775.67,0,5,335,France,Female,PLATINUM,0
627,52,1,76101.81,2,0,1,177238.35,0,4,364,Germany,Male,PLATINUM,0
693,46,3,151709.33,1,1,0,180736.24,0,1,695,Spain,Female,SILVER,0
696,27,2,96129.32,2,1,1,5983.7,0,1,459,Germany,Female,PLATINUM,0
768,47,5,104552.61,1,1,0,48137.08,1,4,245,Germany,Female,PLATINUM,1
850,41,3,0.0,2,1,0,128892.36,0,3,775,France,Male,SILVER,0
691,38,5,114753.76,1,1,0,107665.02,0,4,490,Germany,Female,SILVER,0
645,42,6,0.0,1,0,0,149807.01,0,1,750,France,Male,GOLD,0
686,47,5,170935.94,1,1,0,173179.79,1,5,983,Germany,Female,GOLD,1
706,57,7,0.0,1,1,0,17941.16,1,1,701,Spain,Male,GOLD,1
699,40,7,0.0,1,0,1,152876.13,1,3,497,France,Male,DIAMOND,1
569,30,3,139528.23,1,1,1,33230.37,0,4,705,Spain,Female,SILVER,0
691,38,1,0.0,2,0,0,44653.5,0,1,885,France,Male,GOLD,0
628,51,3,123981.31,2,1,1,40546.15,0,5,351,France,Female,SILVER,0
592,41,0,0.0,2,1,0,65906.07,0,4,576,Spain,Male,GOLD,0
674,42,9,0.0,2,1,0,4292.72,0,1,632,France,Female,SILVER,0
711,28,5,0.0,2,1,1,93959.96,0,3,979,Spain,Female,DIAMOND,0
776,38,2,169824.46,1,1,0,169291.7,0,5,844,France,Female,SILVER,0
728,37,0,0.0,2,1,1,72203.8,0,1,851,France,Male,PLATINUM,0
661,39,6,132628.98,1,0,0,38812.67,0,5,581,Spain,Male,DIAMOND,0
594,38,6,63176.44,2,1,1,14466.08,0,4,890,Germany,Male,GOLD,0
648,34,0,0.0,1,1,1,167931.81,0,1,445,France,Male,PLATINUM,0
718,67,7,0.0,3,1,1,82782.08,0,5,710,France,Female,PLATINUM,0
763,53,4,0.0,1,1,0,77203.72,1,5,569,France,Female,GOLD,1
762,26,6,130428.78,1,1,0,173365.89,0,4,858,France,Male,GOLD,0
728,32,5,61825.5,1,1,1,156124.93,0,5,433,Germany,Male,GOLD,0
791,25,7,0.0,1,1,0,89666.28,0,5,740,Spain,Male,PLATINUM,0
648,35,7,0.0,2,0,0,122899.01,0,2,878,Spain,Male,DIAMOND,0
559,38,3,145874.35,1,1,0,56311.39,1,2,707,Spain,Male,SILVER,1
651,28,10,79562.98,1,1,1,74687.37,0,3,251,France,Male,SILVER,0
708,42,9,176702.36,2,1,1,104804.74,0,1,942,Germany,Male,SILVER,0
715,45,4,0.0,2,1,1,55043.93,0,4,320,France,Male,PLATINUM,0
612,63,2,126473.33,1,0,1,147545.65,0,5,633,France,Female,DIAMOND,0
834,28,6,0.0,1,1,0,74287.53,0,2,397,France,Female,PLATINUM,0
651,44,2,0.0,3,1,0,102530.35,1,2,992,France,Male,GOLD,1
629,34,6,0.0,2,1,0,190347.72,0,3,741,Spain,Male,DIAMOND,0
685,43,9,108589.47,2,0,1,194808.51,0,4,376,Germany,Male,GOLD,0
485,51,7,144244.59,2,1,0,51113.14,0,4,633,Germany,Male,PLATINUM,0
846,34,10,142388.61,2,0,1,68393.64,1,5,451,France,Female,SILVER,1
578,36,1,157267.95,2,1,0,141533.19,0,5,940,Spain,Male,PLATINUM,0
833,34,3,144751.81,1,0,0,166472.81,0,3,908,France,Female,SILVER,0
702,50,3,0.0,2,0,0,94949.84,0,4,726,France,Male,GOLD,0
722,46,5,0.0,2,1,0,179908.71,0,2,310,France,Male,PLATINUM,0
590,24,7,126431.54,1,1,0,58781.11,0,3,667,France,Male,SILVER,0
825,40,6,132308.22,1,0,0,117122.5,0,2,465,France,Male,PLATINUM,0
585,44,7,163867.86,1,1,1,112333.22,0,1,473,Germany,Male,PLATINUM,0
551,31,9,82293.82,2,1,1,91565.25,0,3,748,Germany,Male,PLATINUM,0
630,35,1,0.0,2,0,0,186826.22,0,1,548,Spain,Male,PLATINUM,0
598,20,8,180293.84,2,1,1,29552.7,0,1,664,Germany,Male,SILVER,0
725,44,5,0.0,1,1,1,117356.14,0,4,865,France,Male,SILVER,0
501,35,6,99760.84,1,1,1,13591.52,0,1,310,France,Male,SILVER,0
616,34,10,0.0,2,1,0,25662.27,0,4,279,France,Male,SILVER,0
585,54,8,87105.32,1,1,1,55346.14,0,2,302,France,Male,DIAMOND,0
712,30,6,0.0,2,1,0,152417.97,0,4,472,Spain,Female,PLATINUM,0
418,35,7,0.0,2,1,1,88878.15,0,3,530,France,Male,DIAMOND,0
623,48,5,118469.38,1,1,1,158590.25,0,4,346,France,Male,PLATINUM,0
568,28,1,127289.28,1,0,0,45611.51,0,4,235,Spain,Male,GOLD,0
554,35,8,0.0,2,1,1,176779.46,0,4,398,France,Female,SILVER,0
674,45,6,72494.69,1,0,1,140041.78,0,3,839,France,Female,DIAMOND,0
641,65,6,38340.02,1,1,0,32607.77,1,3,537,France,Male,DIAMOND,1
850,40,9,99816.46,1,1,1,163989.66,1,3,873,France,Female,PLATINUM,1
466,30,3,0.0,1,1,0,193984.6,0,2,671,France,Female,PLATINUM,0
666,31,3,123212.08,2,1,1,112157.31,0,1,981,Germany,Male,PLATINUM,0
675,34,1,124619.33,2,0,1,163667.56,0,1,674,France,Male,PLATINUM,0
705,46,7,0.0,2,1,0,117273.35,0,2,946,Spain,Male,GOLD,0
738,31,9,79019.8,1,1,1,18606.23,0,4,467,Spain,Male,PLATINUM,0
662,35,6,0.0,2,0,0,2423.9,1,4,730,Spain,Female,DIAMOND,1
587,33,8,148163.57,1,0,0,122925.4,0,3,454,France,Male,DIAMOND,0
850,28,8,99986.98,1,1,0,196582.55,0,3,895,France,Male,PLATINUM,0
825,37,6,118050.79,1,0,1,52301.15,0,5,822,Germany,Male,SILVER,0
666,43,7,137780.74,2,1,1,119100.05,1,3,817,France,Male,SILVER,1
728,37,3,122689.51,2,0,0,106977.53,1,4,950,France,Male,GOLD,1
607,48,4,112070.86,3,1,0,173568.3,1,5,948,France,Female,SILVER,1
620,40,5,108197.11,2,1,0,49722.34,0,5,951,Germany,Male,SILVER,0
529,43,6,93616.35,2,0,0,98348.66,0,5,286,France,Male,GOLD,0
711,34,4,133467.77,2,1,1,42976.64,0,5,267,Germany,Male,DIAMOND,0
532,52,3,110791.97,1,1,0,148704.77,1,4,846,Germany,Male,DIAMOND,1
802,60,3,92887.06,1,1,0,39473.63,1,4,848,France,Female,PLATINUM,1
762,34,8,98592.88,1,0,1,191790.29,1,3,279,Germany,Female,DIAMOND,1
772,26,7,152400.51,2,1,0,79414.0,0,1,695,Germany,Male,PLATINUM,0
706,28,6,124923.35,2,1,1,50299.14,0,3,536,Germany,Female,DIAMOND,0
686,39,4,157731.6,2,1,0,162820.6,0,1,323,Germany,Female,GOLD,0
578,23,8,0.0,2,1,0,112124.98,0,3,240,Spain,Male,DIAMOND,0
483,27,1,77805.66,1,1,1,2101.89,0,2,279,France,Male,PLATINUM,0
572,19,1,138657.08,1,1,1,16161.82,0,3,263,Germany,Female,PLATINUM,0
719,35,8,0.0,1,1,1,165162.4,0,5,569,Spain,Female,DIAMOND,0
523,27,8,61688.61,2,1,0,147059.16,0,4,316,Germany,Male,GOLD,0
640,42,5,176099.13,1,1,1,8404.73,0,5,380,France,Female,PLATINUM,0
610,33,4,111582.11,1,0,0,113943.17,0,4,692,France,Male,DIAMOND,0
650,55,9,119618.42,1,1,1,29861.13,0,4,405,Spain,Male,GOLD,0
617,42,0,70105.87,1,1,1,120830.73,0,3,702,Spain,Male,SILVER,0
520,43,3,150805.17,3,0,1,25333.03,1,2,857,Germany,Male,GOLD,1
669,39,3,119452.03,1,1,1,171575.54,0,4,784,France,Male,DIAMOND,0
703,36,7,135095.47,1,1,0,143859.66,0,2,764,Spain,Male,SILVER,0
633,43,5,0.0,2,1,1,48249.88,0,5,250,France,Male,SILVER,0
686,44,7,55053.62,1,1,0,181757.19,0,3,495,France,Female,DIAMOND,0
